enum	value_dec	value_hex	name	base
SpellCategory	179	0xB3	SlashingResistanceLowering	dec
SpellCategory	180	0xB4	PiercingResistanceRaising	dec
SpellCategory	181	0xB5	PiercingResistanceLowering	dec
SpellCategory	182	0xB6	ElectricalResistanceRaising	dec
SpellCategory	183	0xB7	ElectricalResistanceLowering	dec
SpellCategory	184	0xB8	FrostResistanceRaising	dec
SpellCategory	185	0xB9	FrostResistanceLowering	dec
SpellCategory	186	0xBA	FlameResistanceRaising	dec
SpellCategory	187	0xBB	FlameResistanceLowering	dec
SpellCategory	188	0xBC	AcidicResistanceRaising	dec
SpellCategory	189	0xBD	AcidicResistanceLowering	dec
SpellCategory	190	0xBE	ArmorLevelRaising	dec
SpellCategory	191	0xBF	ArmorLevelLowering	dec
SpellCategory	192	0xC0	LockpickResistanceRaising	dec
SpellCategory	193	0xC1	LockpickResistanceLowering	dec
SpellCategory	194	0xC2	ManaConversionModLowering	dec
SpellCategory	195	0xC3	ManaConversionModRaising	dec
SpellCategory	196	0xC4	VisionRaising	dec
SpellCategory	197	0xC5	VisionLowering	dec
SpellCategory	198	0xC6	TransparencyRaising	dec
SpellCategory	199	0xC7	TransparencyLowering	dec
SpellCategory	200	0xC8	PortalTie	dec
SpellCategory	201	0xC9	PortalRecall	dec
SpellCategory	202	0xCA	PortalCreation	dec
SpellCategory	203	0xCB	PortalItemCreation	dec
SpellCategory	204	0xCC	Vitae	dec
SpellCategory	205	0xCD	AssessPersonRaising	dec
SpellCategory	206	0xCE	AssessPersonLowering	dec
SpellCategory	207	0xCF	AcidVolley	dec
SpellCategory	208	0xD0	BludgeoningVolley	dec
SpellCategory	209	0xD1	FrostVolley	dec
SpellCategory	210	0xD2	LightningVolley	dec
SpellCategory	211	0xD3	FlameVolley	dec
SpellCategory	212	0xD4	ForceVolley	dec
SpellCategory	213	0xD5	BladeVolley	dec
SpellCategory	214	0xD6	PortalSending	dec
SpellCategory	215	0xD7	LifestoneSending	dec
SpellCategory	216	0xD8	CookingRaising	dec
SpellCategory	217	0xD9	CookingLowering	dec
SpellCategory	218	0xDA	FletchingRaising	dec
SpellCategory	219	0xDB	FletchingLowering	dec
SpellCategory	220	0xDC	AlchemyLowering	dec
SpellCategory	221	0xDD	AlchemyRaising	dec
SpellCategory	222	0xDE	AcidRing	dec
SpellCategory	223	0xDF	BludgeoningRing	dec
SpellCategory	224	0xE0	ColdRing	dec
SpellCategory	225	0xE1	ElectricRing	dec
SpellCategory	226	0xE2	FireRing	dec
SpellCategory	227	0xE3	PiercingRing	dec
SpellCategory	228	0xE4	SlashingRing	dec
SpellCategory	229	0xE5	AcidWall	dec
SpellCategory	230	0xE6	BludgeoningWall	dec
SpellCategory	231	0xE7	ColdWall	dec
SpellCategory	232	0xE8	ElectricWall	dec
SpellCategory	233	0xE9	FireWall	dec
SpellCategory	234	0xEA	PiercingWall	dec
SpellCategory	235	0xEB	SlashingWall	dec
SpellCategory	236	0xEC	AcidStrike	dec
SpellCategory	237	0xED	BludgeoningStrike	dec
SpellCategory	238	0xEE	ColdStrike	dec
SpellCategory	239	0xEF	ElectricStrike	dec
SpellCategory	240	0xF0	FireStrike	dec
SpellCategory	241	0xF1	PiercingStrike	dec
SpellCategory	242	0xF2	SlashingStrike	dec
SpellCategory	243	0xF3	AcidStreak	dec
SpellCategory	244	0xF4	BludgeoningStreak	dec
SpellCategory	245	0xF5	ColdStreak	dec
SpellCategory	246	0xF6	ElectricStreak	dec
SpellCategory	247	0xF7	FireStreak	dec
SpellCategory	248	0xF8	PiercingStreak	dec
SpellCategory	249	0xF9	SlashingStreak	dec
SpellCategory	250	0xFA	Dispel	dec
SpellCategory	251	0xFB	CreatureMysticRaising	dec
SpellCategory	252	0xFC	CreatureMysticLowering	dec
SpellCategory	253	0xFD	ItemMysticRaising	dec
SpellCategory	254	0xFE	ItemMysticLowering	dec
SpellCategory	255	0xFF	WarMysticRaising	dec
SpellCategory	256	0x100	WarMysticLowering	dec
SpellCategory	257	0x101	HealthRestoring	dec
SpellCategory	258	0x102	HealthDepleting	dec
SpellCategory	259	0x103	ManaRestoring	dec
SpellCategory	260	0x104	ManaDepleting	dec
SpellCategory	261	0x105	StrengthIncrease	dec
SpellCategory	262	0x106	StrengthDecrease	dec
SpellCategory	263	0x107	EnduranceIncrease	dec
SpellCategory	264	0x108	EnduranceDecrease	dec
SpellCategory	265	0x109	QuicknessIncrease	dec
SpellCategory	266	0x10A	QuicknessDecrease	dec
SpellCategory	267	0x10B	CoordinationIncrease	dec
SpellCategory	268	0x10C	CoordinationDecrease	dec
SpellCategory	269	0x10D	FocusIncrease	dec
SpellCategory	270	0x10E	FocusDecrease	dec
SpellCategory	271	0x10F	SelfIncrease	dec
SpellCategory	272	0x110	SelfDecrease	dec
SpellCategory	273	0x111	GreatVitalityRaising	dec
SpellCategory	274	0x112	PoorVitalityLowering	dec
SpellCategory	275	0x113	GreatVigorRaising	dec
SpellCategory	276	0x114	PoorVigorLowering	dec
SpellCategory	277	0x115	GreaterIntellectRaising	dec
SpellCategory	278	0x116	LessorIntellectLowering	dec
SpellCategory	279	0x117	LifeGiverRaising	dec
SpellCategory	280	0x118	LifeTakerLowering	dec
SpellCategory	281	0x119	StaminaGiverRaising	dec
SpellCategory	282	0x11A	StaminaTakerLowering	dec
SpellCategory	283	0x11B	ManaGiverRaising	dec
SpellCategory	284	0x11C	ManaTakerLowering	dec
SpellCategory	285	0x11D	AcidWardProtection	dec
SpellCategory	286	0x11E	AcidWardVulnerability	dec
SpellCategory	287	0x11F	FireWardProtection	dec
SpellCategory	288	0x120	FireWardVulnerability	dec
SpellCategory	289	0x121	ColdWardProtection	dec
SpellCategory	290	0x122	ColdWardVulnerability	dec
SpellCategory	291	0x123	ElectricWardProtection	dec
SpellCategory	292	0x124	ElectricWardVulnerability	dec
SpellCategory	293	0x125	LeadershipObedienceRaising	dec
SpellCategory	294	0x126	LeadershipObedienceLowering	dec
SpellCategory	295	0x127	MeleeDefenseShelterRaising	dec
SpellCategory	296	0x128	MeleeDefenseShelterLowering	dec
SpellCategory	297	0x129	MissileDefenseShelterRaising	dec
SpellCategory	298	0x12A	MissileDefenseShelterLowering	dec
SpellCategory	299	0x12B	MagicDefenseShelterRaising	dec
SpellCategory	300	0x12C	MagicDefenseShelterLowering	dec
SpellCategory	301	0x12D	HuntersAcumenRaising	dec
SpellCategory	302	0x12E	HuntersAcumenLowering	dec
SpellCategory	303	0x12F	StillWaterRaising	dec
SpellCategory	304	0x130	StillWaterLowering	dec
SpellCategory	305	0x131	StrengthofEarthRaising	dec
SpellCategory	306	0x132	StrengthofEarthLowering	dec
SpellCategory	307	0x133	TorrentRaising	dec
SpellCategory	308	0x134	TorrentLowering	dec
SpellCategory	309	0x135	GrowthRaising	dec
SpellCategory	310	0x136	GrowthLowering	dec
SpellCategory	311	0x137	CascadeAxeRaising	dec
SpellCategory	312	0x138	CascadeAxeLowering	dec
SpellCategory	313	0x139	CascadeDaggerRaising	dec
SpellCategory	314	0x13A	CascadeDaggerLowering	dec
SpellCategory	315	0x13B	CascadeMaceRaising	dec
SpellCategory	316	0x13C	CascadeMaceLowering	dec
SpellCategory	317	0x13D	CascadeSpearRaising	dec
SpellCategory	318	0x13E	CascadeSpearLowering	dec
SpellCategory	319	0x13F	CascadeStaffRaising	dec
SpellCategory	320	0x140	CascadeStaffLowering	dec
SpellCategory	321	0x141	StoneCliffsRaising	dec
SpellCategory	322	0x142	StoneCliffsLowering	dec
SpellCategory	323	0x143	MaxDamageRaising	dec
SpellCategory	324	0x144	MaxDamageLowering	dec
SpellCategory	325	0x145	BowDamageRaising	dec
SpellCategory	326	0x146	BowDamageLowering	dec
SpellCategory	327	0x147	BowRangeRaising	dec
SpellCategory	328	0x148	BowRangeLowering	dec
SpellCategory	329	0x149	ExtraDefenseModRaising	dec
SpellCategory	330	0x14A	ExtraDefenseModLowering	dec
SpellCategory	331	0x14B	ExtraBowSkillRaising	dec
SpellCategory	332	0x14C	ExtraBowSkillLowering	dec
SpellCategory	333	0x14D	ExtraAlchemySkillRaising	dec
SpellCategory	334	0x14E	ExtraAlchemySkillLowering	dec
SpellCategory	335	0x14F	ExtraArcaneLoreSkillRaising	dec
SpellCategory	336	0x150	ExtraArcaneLoreSkillLowering	dec
SpellCategory	337	0x151	ExtraAppraiseArmorSkillRaising	dec
SpellCategory	338	0x152	ExtraAppraiseArmorSkillLowering	dec
SpellCategory	339	0x153	ExtraCookingSkillRaising	dec
SpellCategory	340	0x154	ExtraCookingSkillLowering	dec
SpellCategory	341	0x155	ExtraCrossbowSkillRaising	dec
SpellCategory	342	0x156	ExtraCrossbowSkillLowering	dec
SpellCategory	343	0x157	ExtraDeceptionSkillRaising	dec
SpellCategory	344	0x158	ExtraDeceptionSkillLowering	dec
SpellCategory	345	0x159	ExtraLoyaltySkillRaising	dec
SpellCategory	346	0x15A	ExtraLoyaltySkillLowering	dec
SpellCategory	347	0x15B	ExtraFletchingSkillRaising	dec
SpellCategory	348	0x15C	ExtraFletchingSkillLowering	dec
SpellCategory	349	0x15D	ExtraHealingSkillRaising	dec
SpellCategory	350	0x15E	ExtraHealingSkillLowering	dec
SpellCategory	351	0x15F	ExtraMeleeDefenseSkillRaising	dec
SpellCategory	352	0x160	ExtraMeleeDefenseSkillLowering	dec
SpellCategory	353	0x161	ExtraAppraiseItemSkillRaising	dec
SpellCategory	354	0x162	ExtraAppraiseItemSkillLowering	dec
SpellCategory	355	0x163	ExtraJumpingSkillRaising	dec
SpellCategory	356	0x164	ExtraJumpingSkillLowering	dec
SpellCategory	357	0x165	ExtraLifeMagicSkillRaising	dec
SpellCategory	358	0x166	ExtraLifeMagicSkillLowering	dec
SpellCategory	359	0x167	ExtraLockpickSkillRaising	dec
SpellCategory	360	0x168	ExtraLockpickSkillLowering	dec
SpellCategory	361	0x169	ExtraAppraiseMagicItemSkillRaising	dec
SpellCategory	362	0x16A	ExtraAppraiseMagicItemSkillLowering	dec
SpellCategory	363	0x16B	ExtraManaConversionSkillRaising	dec
SpellCategory	364	0x16C	ExtraManaConversionSkillLowering	dec
SpellCategory	365	0x16D	ExtraAssessCreatureSkillRaising	dec
SpellCategory	366	0x16E	ExtraAssessCreatureSkillLowering	dec
SpellCategory	367	0x16F	ExtraAssessPersonSkillRaising	dec
SpellCategory	368	0x170	ExtraAssessPersonSkillLowering	dec
SpellCategory	369	0x171	ExtraRunSkillRaising	dec
SpellCategory	370	0x172	ExtraRunSkillLowering	dec
SpellCategory	371	0x173	ExtraSwordSkillRaising	dec
SpellCategory	372	0x174	ExtraSwordSkillLowering	dec
SpellCategory	373	0x175	ExtraThrownWeaponsSkillRaising	dec
SpellCategory	374	0x176	ExtraThrownWeaponsSkillLowering	dec
SpellCategory	375	0x177	ExtraUnarmedCombatSkillRaising	dec
SpellCategory	376	0x178	ExtraUnarmedCombatSkillLowering	dec
SpellCategory	377	0x179	ExtraAppraiseWeaponSkillRaising	dec
SpellCategory	378	0x17A	ExtraAppraiseWeaponSkillLowering	dec
SpellCategory	379	0x17B	ArmorIncrease	dec
SpellCategory	380	0x17C	ArmorDecrease	dec
SpellCategory	381	0x17D	ExtraAcidResistanceRaising	dec
SpellCategory	382	0x17E	ExtraAcidResistanceLowering	dec
SpellCategory	383	0x17F	ExtraBludgeonResistanceRaising	dec
SpellCategory	384	0x180	ExtraBludgeonResistanceLowering	dec
SpellCategory	385	0x181	ExtraFireResistanceRaising	dec
SpellCategory	386	0x182	ExtraFireResistanceLowering	dec
SpellCategory	387	0x183	ExtraColdResistanceRaising	dec
SpellCategory	388	0x184	ExtraColdResistanceLowering	dec
SpellCategory	389	0x185	ExtraAttackModRaising	dec
SpellCategory	390	0x186	ExtraAttackModLowering	dec
SpellCategory	391	0x187	ExtraArmorValueRaising	dec
SpellCategory	392	0x188	ExtraArmorValueLowering	dec
SpellCategory	393	0x189	ExtraPierceResistanceRaising	dec
SpellCategory	394	0x18A	ExtraPierceResistanceLowering	dec
SpellCategory	395	0x18B	ExtraSlashResistanceRaising	dec
SpellCategory	396	0x18C	ExtraSlashResistanceLowering	dec
SpellCategory	397	0x18D	ExtraElectricResistanceRaising	dec
SpellCategory	398	0x18E	ExtraElectricResistanceLowering	dec
SpellCategory	399	0x18F	ExtraWeaponTimeRaising	dec
SpellCategory	400	0x190	ExtraWeaponTimeLowering	dec
SpellCategory	401	0x191	BludgeonWardProtection	dec
SpellCategory	402	0x192	BludgeonWardVulnerability	dec
SpellCategory	403	0x193	SlashWardProtection	dec
SpellCategory	404	0x194	SlashWardVulnerability	dec
SpellCategory	405	0x195	PierceWardProtection	dec
SpellCategory	406	0x196	PierceWardVulnerability	dec
SpellCategory	407	0x197	StaminaRestoring	dec
SpellCategory	408	0x198	StaminaDepleting	dec
SpellCategory	409	0x199	Fireworks	dec
SpellCategory	410	0x19A	HealthDivide	dec
SpellCategory	411	0x19B	StaminaDivide	dec
SpellCategory	412	0x19C	ManaDivide	dec
SpellCategory	413	0x19D	CoordinationIncrease2	dec
SpellCategory	414	0x19E	StrengthIncrease2	dec
SpellCategory	415	0x19F	FocusIncrease2	dec
SpellCategory	416	0x1A0	EnduranceIncrease2	dec
SpellCategory	417	0x1A1	SelfIncrease2	dec
SpellCategory	418	0x1A2	MeleeDefenseMultiply	dec
SpellCategory	419	0x1A3	MissileDefenseMultiply	dec
SpellCategory	420	0x1A4	MagicDefenseMultiply	dec
SpellCategory	421	0x1A5	AttributesDecrease	dec
SpellCategory	422	0x1A6	LifeGiverRaising2	dec
SpellCategory	423	0x1A7	ItemEnchantmentRaising2	dec
SpellCategory	424	0x1A8	SkillsDecrease	dec
SpellCategory	425	0x1A9	ExtraManaConversionBonus	dec
SpellCategory	426	0x1AA	WarMysticRaising2	dec
SpellCategory	427	0x1AB	WarMysticLowering2	dec
SpellCategory	428	0x1AC	MagicDefenseShelterRaising2	dec
SpellCategory	429	0x1AD	ExtraLifeMagicSkillRaising2	dec
SpellCategory	430	0x1AE	CreatureMysticRaising2	dec
SpellCategory	431	0x1AF	ItemMysticRaising2	dec
SpellCategory	432	0x1B0	ManaRaising2	dec
SpellCategory	433	0x1B1	SelfRaising2	dec
SpellCategory	434	0x1B2	CreatureEnchantmentRaising2	dec
SpellCategory	435	0x1B3	SalvagingRaising	dec
SpellCategory	436	0x1B4	ExtraSalvagingRaising	dec
SpellCategory	437	0x1B5	ExtraSalvagingRaising2	dec
SpellCategory	438	0x1B6	CascadeAxeRaising2	dec
SpellCategory	439	0x1B7	ExtraBowSkillRaising2	dec
SpellCategory	440	0x1B8	ExtraThrownWeaponsSkillRaising2	dec
SpellCategory	441	0x1B9	ExtraCrossbowSkillRaising2	dec
SpellCategory	442	0x1BA	CascadeDaggerRaising2	dec
SpellCategory	443	0x1BB	CascadeMaceRaising2	dec
SpellCategory	444	0x1BC	ExtraUnarmedCombatSkillRaising2	dec
SpellCategory	445	0x1BD	CascadeSpearRaising2	dec
SpellCategory	446	0x1BE	CascadeStaffRaising2	dec
SpellCategory	447	0x1BF	ExtraSwordSkillRaising2	dec
SpellCategory	448	0x1C0	AcidProtectionRare	dec
SpellCategory	449	0x1C1	AcidResistanceRaisingRare	dec
SpellCategory	450	0x1C2	AlchemyRaisingRare	dec
SpellCategory	451	0x1C3	AppraisalResistanceLoweringRare	dec
SpellCategory	452	0x1C4	AppraiseArmorRaisingRare	dec
SpellCategory	453	0x1C5	AppraiseItemRaisingRare	dec
SpellCategory	454	0x1C6	AppraiseMagicItemRaisingRare	dec
SpellCategory	455	0x1C7	AppraiseWeaponRaisingRare	dec
SpellCategory	456	0x1C8	ArcaneLoreRaisingRare	dec
SpellCategory	457	0x1C9	ArmorRaisingRare	dec
SpellCategory	458	0x1CA	ArmorValueRaisingRare	dec
SpellCategory	459	0x1CB	AssessMonsterRaisingRare	dec
SpellCategory	460	0x1CC	AssessPersonRaisingRare	dec
SpellCategory	461	0x1CD	AttackModRaisingRare	dec
SpellCategory	462	0x1CE	AxeRaisingRare	dec
SpellCategory	463	0x1CF	BludgeonProtectionRare	dec
SpellCategory	464	0x1D0	BludgeonResistanceRaisingRare	dec
SpellCategory	465	0x1D1	BowRaisingRare	dec
SpellCategory	466	0x1D2	ColdProtectionRare	dec
SpellCategory	467	0x1D3	ColdResistanceRaisingRare	dec
SpellCategory	468	0x1D4	CookingRaisingRare	dec
SpellCategory	469	0x1D5	CoordinationRaisingRare	dec
SpellCategory	470	0x1D6	CreatureEnchantmentRaisingRare	dec
SpellCategory	471	0x1D7	CrossbowRaisingRare	dec
SpellCategory	472	0x1D8	DaggerRaisingRare	dec
SpellCategory	473	0x1D9	DamageRaisingRare	dec
SpellCategory	474	0x1DA	DeceptionRaisingRare	dec
SpellCategory	475	0x1DB	DefenseModRaisingRare	dec
SpellCategory	476	0x1DC	ElectricProtectionRare	dec
SpellCategory	477	0x1DD	ElectricResistanceRaisingRare	dec
SpellCategory	478	0x1DE	EnduranceRaisingRare	dec
SpellCategory	479	0x1DF	FireProtectionRare	dec
SpellCategory	480	0x1E0	FireResistanceRaisingRare	dec
SpellCategory	481	0x1E1	FletchingRaisingRare	dec
SpellCategory	482	0x1E2	FocusRaisingRare	dec
SpellCategory	483	0x1E3	HealingRaisingRare	dec
SpellCategory	484	0x1E4	HealthAcceleratingRare	dec
SpellCategory	485	0x1E5	ItemEnchantmentRaisingRare	dec
SpellCategory	486	0x1E6	JumpRaisingRare	dec
SpellCategory	487	0x1E7	LeadershipRaisingRare	dec
SpellCategory	488	0x1E8	LifeMagicRaisingRare	dec
SpellCategory	489	0x1E9	LockpickRaisingRare	dec
SpellCategory	490	0x1EA	LoyaltyRaisingRare	dec
SpellCategory	491	0x1EB	MaceRaisingRare	dec
SpellCategory	492	0x1EC	MagicDefenseRaisingRare	dec
SpellCategory	493	0x1ED	ManaAcceleratingRare	dec
SpellCategory	494	0x1EE	ManaConversionRaisingRare	dec
SpellCategory	495	0x1EF	MeleeDefenseRaisingRare	dec
SpellCategory	496	0x1F0	MissileDefenseRaisingRare	dec
SpellCategory	497	0x1F1	PierceProtectionRare	dec
SpellCategory	498	0x1F2	PierceResistanceRaisingRare	dec
SpellCategory	499	0x1F3	QuicknessRaisingRare	dec
SpellCategory	500	0x1F4	RunRaisingRare	dec
SpellCategory	501	0x1F5	SelfRaisingRare	dec
SpellCategory	502	0x1F6	SlashProtectionRare	dec
SpellCategory	503	0x1F7	SlashResistanceRaisingRare	dec
SpellCategory	504	0x1F8	SpearRaisingRare	dec
SpellCategory	505	0x1F9	StaffRaisingRare	dec
SpellCategory	506	0x1FA	StaminaAcceleratingRare	dec
SpellCategory	507	0x1FB	StrengthRaisingRare	dec
SpellCategory	508	0x1FC	SwordRaisingRare	dec
SpellCategory	509	0x1FD	ThrownWeaponsRaisingRare	dec
SpellCategory	510	0x1FE	UnarmedCombatRaisingRare	dec
SpellCategory	511	0x1FF	WarMagicRaisingRare	dec
SpellCategory	512	0x200	WeaponTimeRaisingRare	dec
SpellCategory	513	0x201	ArmorIncreaseInkyArmor	dec
SpellCategory	514	0x202	MagicDefenseShelterRaisingFiun	dec
SpellCategory	515	0x203	ExtraRunSkillRaisingFiun	dec
SpellCategory	516	0x204	ExtraManaConversionSkillRaisingFiun	dec
SpellCategory	517	0x205	AttributesIncreaseCantrip1	dec
SpellCategory	518	0x206	ExtraMeleeDefenseSkillRaising2	dec
SpellCategory	519	0x207	ACTDPurchaseRewardSpell	dec
SpellCategory	520	0x208	ACTDPurchaseRewardSpellHealth	dec
SpellCategory	521	0x209	SaltAshAttackModRaising	dec
SpellCategory	522	0x20A	QuicknessIncrease2	dec
SpellCategory	523	0x20B	ExtraAlchemySkillRaising2	dec
SpellCategory	524	0x20C	ExtraCookingSkillRaising2	dec
SpellCategory	525	0x20D	ExtraFletchingSkillRaising2	dec
SpellCategory	526	0x20E	ExtraLockpickSkillRaising2	dec
SpellCategory	527	0x20F	MucorManaWell	dec
SpellCategory	528	0x210	StaminaRestoring2	dec
SpellCategory	529	0x211	AllegianceRaising	dec
SpellCategory	530	0x212	HealthDoT	dec
SpellCategory	531	0x213	HealthDoTSecondary	dec
SpellCategory	532	0x214	HealthDoTTertiary	dec
SpellCategory	533	0x215	HealthHoT	dec
SpellCategory	534	0x216	HealthHoTSecondary	dec
SpellCategory	535	0x217	HealthHoTTertiary	dec
SpellCategory	536	0x218	HealthDivideSecondary	dec
SpellCategory	537	0x219	HealthDivideTertiary	dec
SpellCategory	538	0x21A	SetSwordRaising	dec
SpellCategory	539	0x21B	SetAxeRaising	dec
SpellCategory	540	0x21C	SetDaggerRaising	dec
SpellCategory	541	0x21D	SetMaceRaising	dec
SpellCategory	542	0x21E	SetSpearRaising	dec
SpellCategory	543	0x21F	SetStaffRaising	dec
SpellCategory	544	0x220	SetUnarmedRaising	dec
SpellCategory	545	0x221	SetBowRaising	dec
SpellCategory	546	0x222	SetCrossbowRaising	dec
SpellCategory	547	0x223	SetThrownRaising	dec
SpellCategory	548	0x224	SetItemEnchantmentRaising	dec
SpellCategory	549	0x225	SetCreatureEnchantmentRaising	dec
SpellCategory	550	0x226	SetWarMagicRaising	dec
SpellCategory	551	0x227	SetLifeMagicRaising	dec
SpellCategory	552	0x228	SetMeleeDefenseRaising	dec
SpellCategory	553	0x229	SetMissileDefenseRaising	dec
SpellCategory	554	0x22A	SetMagicDefenseRaising	dec
SpellCategory	555	0x22B	SetStaminaAccelerating	dec
SpellCategory	556	0x22C	SetCookingRaising	dec
SpellCategory	557	0x22D	SetFletchingRaising	dec
SpellCategory	558	0x22E	SetLockpickRaising	dec
SpellCategory	559	0x22F	SetAlchemyRaising	dec
SpellCategory	560	0x230	SetSalvagingRaising	dec
SpellCategory	561	0x231	SetArmorExpertiseRaising	dec
SpellCategory	562	0x232	SetWeaponExpertiseRaising	dec
SpellCategory	563	0x233	SetItemTinkeringRaising	dec
SpellCategory	564	0x234	SetMagicItemExpertiseRaising	dec
SpellCategory	565	0x235	SetLoyaltyRaising	dec
SpellCategory	566	0x236	SetStrengthRaising	dec
SpellCategory	567	0x237	SetEnduranceRaising	dec
SpellCategory	568	0x238	SetCoordinationRaising	dec
SpellCategory	569	0x239	SetQuicknessRaising	dec
SpellCategory	570	0x23A	SetFocusRaising	dec
SpellCategory	571	0x23B	SetWillpowerRaising	dec
SpellCategory	572	0x23C	SetHealthRaising	dec
SpellCategory	573	0x23D	SetStaminaRaising	dec
SpellCategory	574	0x23E	SetManaRaising	dec
SpellCategory	575	0x23F	SetSprintRaising	dec
SpellCategory	576	0x240	SetJumpingRaising	dec
SpellCategory	577	0x241	SetSlashResistanceRaising	dec
SpellCategory	578	0x242	SetBludgeonResistanceRaising	dec
SpellCategory	579	0x243	SetPierceResistanceRaising	dec
SpellCategory	580	0x244	SetFlameResistanceRaising	dec
SpellCategory	581	0x245	SetAcidResistanceRaising	dec
SpellCategory	582	0x246	SetFrostResistanceRaising	dec
SpellCategory	583	0x247	SetLightningResistanceRaising	dec
SpellCategory	584	0x248	CraftingLockPickRaising	dec
SpellCategory	585	0x249	CraftingFletchingRaising	dec
SpellCategory	586	0x24A	CraftingCookingRaising	dec
SpellCategory	587	0x24B	CraftingAlchemyRaising	dec
SpellCategory	588	0x24C	CraftingArmorTinkeringRaising	dec
SpellCategory	589	0x24D	CraftingWeaponTinkeringRaising	dec
SpellCategory	590	0x24E	CraftingMagicTinkeringRaising	dec
SpellCategory	591	0x24F	CraftingItemTinkeringRaising	dec
SpellCategory	592	0x250	SkillPercentAlchemyRaising	dec
SpellCategory	593	0x251	TwoHandedRaising	dec
SpellCategory	594	0x252	TwoHandedLowering	dec
SpellCategory	595	0x253	ExtraTwoHandedSkillRaising	dec
SpellCategory	596	0x254	ExtraTwoHandedSkillLowering	dec
SpellCategory	597	0x255	ExtraTwoHandedSkillRaising2	dec
SpellCategory	598	0x256	TwoHandedRaisingRare	dec
SpellCategory	599	0x257	SetTwoHandedRaising	dec
SpellCategory	600	0x258	GearCraftRaising	dec
SpellCategory	601	0x259	GearCraftLowering	dec
SpellCategory	602	0x25A	ExtraGearCraftSkillRaising	dec
SpellCategory	603	0x25B	ExtraGearCraftSkillLowering	dec
SpellCategory	604	0x25C	ExtraGearCraftSkillRaising2	dec
SpellCategory	605	0x25D	GearCraftRaisingRare	dec
SpellCategory	606	0x25E	SetGearCraftRaising	dec
SpellCategory	607	0x25F	LoyaltyManaRaising	dec
SpellCategory	608	0x260	LoyaltyStaminaRaising	dec
SpellCategory	609	0x261	LeadershipHealthRaising	dec
SpellCategory	610	0x262	TrinketDamageRaising	dec
SpellCategory	611	0x263	TrinketDamageLowering	dec
SpellCategory	612	0x264	TrinketHealthRaising	dec
SpellCategory	613	0x265	TrinketStaminaRaising	dec
SpellCategory	614	0x266	TrinketManaRaising	dec
SpellCategory	615	0x267	TrinketXPRaising	dec
SpellCategory	616	0x268	DeceptionArcaneLoreRaising	dec
SpellCategory	617	0x269	HealOverTimeRaising	dec
SpellCategory	618	0x26A	DamageOverTimeRaising	dec
SpellCategory	619	0x26B	HealingResistRatingRaising	dec
SpellCategory	620	0x26C	AetheriaDamageRatingRaising	dec
SpellCategory	621	0x26D	AetheriaDamageReductionRaising	dec
SpellCategory	623	0x26F	AetheriaHealthRaising	dec
SpellCategory	624	0x270	AetheriaStaminaRaising	dec
SpellCategory	625	0x271	AetheriaManaRaising	dec
SpellCategory	626	0x272	AetheriaCriticalDamageRaising	dec
SpellCategory	627	0x273	AetheriaHealingAmplificationRaising	dec
SpellCategory	628	0x274	AetheriaProcDamageRatingRaising	dec
SpellCategory	629	0x275	AetheriaProcDamageReductionRaising	dec
SpellCategory	630	0x276	AetheriaProcHealthOverTimeRaising	dec
SpellCategory	631	0x277	AetheriaProcDamageOverTimeRaising	dec
SpellCategory	632	0x278	AetheriaProcHealingReductionRaising	dec
SpellCategory	633	0x279	RareDamageRatingRaising	dec
SpellCategory	634	0x27A	RareDamageReductionRatingRaising	dec
SpellCategory	635	0x27B	AetheriaEnduranceRaising	dec
SpellCategory	636	0x27C	NetherDamageOverTimeRaising	dec
SpellCategory	637	0x27D	NetherDamageOverTimeRaising2	dec
SpellCategory	638	0x27E	NetherDamageOverTimeRaising3	dec
SpellCategory	639	0x27F	NetherStreak	dec
SpellCategory	640	0x280	NetherMissile	dec
SpellCategory	641	0x281	NetherRing	dec
SpellCategory	642	0x282	NetherDamageRatingLowering	dec
SpellCategory	643	0x283	NetherDamageHealingReductionRaising	dec
SpellCategory	644	0x284	VoidMagicLowering	dec
SpellCategory	645	0x285	VoidMagicRaising	dec
SpellCategory	646	0x286	VoidMysticRaising	dec
SpellCategory	647	0x287	SetVoidMagicRaising	dec
SpellCategory	648	0x288	VoidMagicRaisingRare	dec
SpellCategory	649	0x289	VoidMysticRaising2	dec
SpellCategory	650	0x28A	LuminanceDamageRatingRaising	dec
SpellCategory	651	0x28B	LuminanceDamageReductionRaising	dec
SpellCategory	652	0x28C	LuminanceHealthRaising	dec
SpellCategory	653	0x28D	AetheriaCriticalReductionRaising	dec
SpellCategory	654	0x28E	ExtraMissileDefenseSkillRaising	dec
SpellCategory	655	0x28F	ExtraMissileDefenseSkillLowering	dec
SpellCategory	656	0x290	ExtraMissileDefenseSkillRaising2	dec
SpellCategory	657	0x291	AetheriaHealthResistanceRaising	dec
SpellCategory	658	0x292	AetheriaDotResistanceRaising	dec
SpellCategory	659	0x293	CloakSkillRaising	dec
SpellCategory	660	0x294	CloakAllSkillRaising	dec
SpellCategory	661	0x295	CloakMagicDefenseLowering	dec
SpellCategory	662	0x296	CloakMeleeDefenseLowering	dec
SpellCategory	663	0x297	CloakMissileDefenseLowering	dec
SpellCategory	664	0x298	DirtyFightingLowering	dec
